sample_id,irrigation_water_l_ha,fertilizer_n_kg_ha,fertilizer_p_kg_ha,fertilizer_k_kg_ha,energy_kwh_ha,land_area_ha,crop_type,crop_yield_t_ha
96,1681.9748624196284,91.67414910082276,36.54008845699606,27.307672679704105,243.3744074525481,5.626632069341492,rice,3.1575781220619117
97,917.0781114391199,72.2420681844707,8.312407961239437,62.46989774192764,387.27170913268685,1.4620841792727493,soybean,1.69548661006811
98,1554.3313738459356,98.31992342904667,26.984221920256502,45.34122834866753,232.28964321650108,6.873764468370663,rice,3.0289553487587613
99,1507.5102097011475,55.41185490585826,27.35139161059541,28.731408231154024,337.1760547268339,5.2505961637909495,maize,2.378330106329833
100,554.6745925432206,10.01261702577287,42.05052382517739,75.24036040369492,62.732106050995306,1.956768687333498,wheat,2.222657337011179
101,1695.6362146262072,101.10212507762934,7.11699433871756,11.768878489037732,351.65456914111144,8.94219118797853,soybean,1.8410380998453078
102,1011.8590380585111,13.9650334889826,56.75743356886162,62.61244870851045,205.82082813849811,4.613116601621088,maize,4.266929628678389
103,749.824819351985,10.004997838819179,46.36184712158887,52.24182457754278,127.07583695689215,9.996888133863362,rice,3.0977492343736173
104,650.5155489408528,76.70070919839758,24.09396204107321,42.845764089539536,330.450514163412,1.3693508507679435,cotton,0.9692996850422576
105,1895.6796813763094,119.99666360944798,13.234160747138398,21.855046828807062,163.18078578312188,5.1780754824985324,maize,3.8423985965761784
106,850.3048552070348,109.28250689319849,45.10358450536179,57.30212859199217,102.96729176858787,1.7495134024696173,wheat,2.5168982992977535
107,1640.9747913800197,85.1206251481789,8.34910199194659,43.69700734874002,153.5777776034802,7.1552382580328775,soybean,2.426484508895115
108,1718.2143287985502,27.066427695778646,39.39767826792383,32.11317064443061,266.0346520945477,2.824820493509597,cotton,0.8411960498467391
109,1896.1144558825692,118.54630028017922,19.979540050704074,23.222723129807356,113.4819521993001,2.884270853805014,maize,2.878445042539219
110,1372.6562216272823,106.89754296767964,27.62551046646187,16.493287589366233,252.39146232161877,9.949566069939669,cotton,1.3963556262197097
111,688.9159749814855,93.4097329198988,19.9680990045887,66.49301846040896,341.1095506262876,7.33774642634181,soybean,1.5942561995131983
112,558.7988849312757,95.09933367960839,8.996009505644055,15.89337602558114,188.39634940628275,3.0100957119176877,maize,3.66003279966353
113,513.4833599403061,64.9748498079088,56.403430145850336,27.95279153100603,391.2156533369642,2.122661944133676,cotton,1.3231998387908561
114,1558.1877884985527,100.4896364037279,20.33804432138043,26.901178865425777,329.3626225564007,3.1418959121284202,rice,2.4853451908158464
115,1678.5585508652787,64.20232225770883,20.349560885867984,22.48035200459357,237.92734871215077,0.8233253196192263,maize,3.614143508267234
116,1660.1729848193513,15.164297639642358,10.886612688917339,45.06085789336218,241.75590891231263,4.872029521512783,soybean,1.8519172736357292
117,601.4030529497315,29.021452031978498,54.66792879121363,11.191740606041948,371.38079806292114,2.2134876407350204,maize,3.2891433832912815
118,1082.2936763547075,69.00722943616597,23.116042661674285,60.13753283027072,173.86321071778286,3.973023934660489,maize,3.633901490167672
119,454.0716871664761,81.20731720304752,34.71927066354516,69.9718820125258,310.7051282478097,3.1184627912093945,maize,2.888281244336681
120,915.9814283794825,52.35426882350441,12.110175145772992,50.40785377324321,245.6672281714476,5.904416155555253,maize,2.6072530199097743
121,1075.9033303079977,43.29166836259467,5.986295542516861,16.073728822234195,118.94992760514927,7.916504495901361,rice,3.2316255672079626
122,943.865197297043,95.8486129022781,27.82465591965736,66.64052241903181,207.22503166463775,4.955458268742106,cotton,0.981061334867604
123,1784.1498154726344,99.52413032263104,26.907647018451698,42.70012082597363,101.36943940426956,2.3580373043169014,soybean,2.203137669612779
124,1984.290245215017,68.9963187180431,58.890272825031325,77.46492174751653,132.69441432970302,4.109456536399436,soybean,1.6787249100503547
125,1051.036767164429,36.01324691964295,22.653814568010084,21.2508710368101,322.8949145513989,5.672907251680074,rice,2.9878654129538216
126,955.6082470981964,77.35687795232623,50.54202957152188,16.7319358471097,245.88372084107266,4.060524753297836,soybean,1.9870134081086686
127,1779.7329320100012,101.93243538177505,44.23554268764291,61.86546724186784,204.85777261131244,3.420817876244177,soybean,1.6707483626974853
128,451.32822417458055,98.40760627018383,38.4210376741249,62.96939668327335,82.51876537938969,2.7798810540606076,wheat,1.6687320898023945
129,1666.4153763952977,80.29649182827411,6.897032863602105,71.46430498327058,155.6734824759675,4.824516967775767,cotton,1.4239544115088965
130,544.1260794148001,101.82353842289777,23.055896057045494,36.49980711812036,56.91844942538673,4.926799577279749,wheat,1.9884761543317078
131,759.1652411588384,35.36142426852546,6.0536092986301515,13.499872982968872,123.22545820155216,6.245865777571762,maize,3.1554012524764836
132,1797.0836922169465,91.03395780341957,43.3548137857091,51.956561309502796,87.1661330962919,9.667989166570631,maize,3.763165289211918
133,684.8315477842767,17.910659252592154,31.820947410208905,52.087793228838514,76.85751915010266,6.213981805959049,soybean,1.691675489573057
134,1104.6227976922794,102.98132415018928,37.27891059938396,48.93454793624158,335.0000611269541,3.696319107194729,wheat,2.9280688792409424
135,1015.2633977201785,42.50429493036537,55.09021399736886,76.17711370688845,368.49329327072667,2.158590229161338,rice,2.6190011479139392
136,695.8658189450323,22.834769862190193,14.742599424922483,52.262771029796255,163.15378064019018,6.00362764563212,cotton,0.8701989758057118
137,1102.0514372154444,98.04130100301154,9.535660271034603,29.49071425402815,359.2136016448514,6.340672893541126,rice,3.010732778746942
138,1422.8536061513705,79.56184244873046,39.1480263608928,61.84198299498019,91.1553428228488,8.52612541341805,cotton,1.1368982163018946
139,1487.4105939391463,21.007858784479964,43.8104099324575,45.646072347098375,250.9654597865346,0.5397730766941218,soybean,2.0975811441577017
140,410.33564352702393,109.17324132330089,57.834797587216094,10.085337112794178,397.2173212329642,6.9721387447769825,cotton,0.937219866515618
141,911.0296793565458,105.97293121766043,52.01447056480071,74.74563925208174,138.75177558244246,9.218886849893265,wheat,2.348695404899553
142,1587.9063045760604,73.8396321551386,7.727657325587604,44.50747795337261,94.43699542343896,9.797287741454667,maize,3.7217294676725086
143,879.9010801167592,62.53781381759627,46.58235239832495,60.469405184043566,236.92368570880592,0.7714260499408774,maize,3.260151589350926
144,1646.0309731077662,26.694582377202796,20.593337263761907,50.75882100247463,312.5822623002869,1.2883546487964306,rice,4.23460299645375
145,937.9264227903813,25.445687130317268,13.012080091734063,33.303474257010805,339.9383833769562,7.741922787812025,maize,3.111818135924811
146,1567.4065914749171,68.11124608417578,29.56473051675246,44.29672730552257,187.05517499637196,5.104446891259336,maize,3.5149875149011813
147,723.0150459031787,28.691067954039266,30.128298154386535,33.9813695634857,344.56917775573777,0.5622163706924677,soybean,2.133766534454835
148,1946.016133472798,50.83810363568661,51.88307822350121,44.315644920797006,151.7557308177598,7.44852040580413,rice,4.0994658640269845
149,1205.1446579982066,108.55172370452685,51.08437477379479,21.491634913782583,195.60618100446595,0.6756240128339637,maize,2.7262635764772267
150,1820.7927852517755,27.29868412576392,25.861376486798527,62.35997210623001,381.7759245003418,5.800634166318174,maize,2.6472773278016266
151,653.4028027995985,18.601478147243064,14.498400396134805,17.393731531326655,289.30656434167406,8.354981226708905,wheat,2.276151058681648
152,1618.9566160220793,17.475028020694218,9.7215222134879,62.7815985898715,145.00431842045234,6.695346902911507,wheat,2.489704395145391
153,1047.107055984035,27.415193131084557,16.844540613424428,19.036046780668517,387.3790210620448,6.031007809457684,wheat,2.3045335051724187
154,998.2272986030006,83.70406608388417,53.393189568770374,43.64463297892199,239.38458511348378,4.505162163172252,maize,2.7312724717891292
155,1579.436881704399,76.47739268405753,40.74585433922191,77.89635100833549,101.95990508628248,9.389701815180578,soybean,1.9795550316950679
156,1273.646265101726,90.76588629530343,43.22664146422805,67.57935375302763,363.48516251591946,6.927214684309243,cotton,1.1622182719799539
157,1889.0747474682523,74.46324793952611,6.666331089150389,43.17854483176426,158.65904206973718,9.573040232230602,soybean,1.5921111096454956
158,524.6066246161768,85.44707432213026,10.530807425126829,53.15293639830192,274.02432853584753,9.679862614920763,wheat,2.16490559087363
159,418.0262474555386,54.86172514509021,8.328956821363505,34.01900159580367,122.61710574917947,0.8127959622462694,cotton,0.6787254384980228
160,693.442723404781,86.15997987036754,51.61119053689561,73.63371807206661,271.47600307115647,9.975241524989654,wheat,2.2194851275151715
161,1543.4399960385106,16.12665693422642,47.66498448594253,61.88745593794472,99.79528949339712,9.227368372659496,soybean,1.6373644903173592
162,1122.4842448069708,46.711718277877324,17.44397415450344,30.647970730852215,86.23771282692783,9.22342319635681,wheat,1.787236996288362
163,1546.6049018166934,12.52946246657515,6.528054339182296,10.658222476943317,336.8433208272414,9.705154740425579,wheat,2.6016463423150324
164,1926.625744738058,107.25300713769377,51.157356072032165,19.118548278612355,360.34029231064505,6.086475434090604,maize,3.822113788634275
165,1190.2469647336295,49.85365623828732,48.116134924257686,31.540670144469114,310.5747132899309,6.416152860330518,soybean,2.236524608641957
166,1534.2623808850801,69.35942997267469,29.17824557387396,44.07023469014522,166.0195336899115,8.427405873995736,soybean,1.9064720326797728
167,597.6740271977133,39.040854906083595,49.55539673376995,62.20487611203536,380.7130487626863,6.661366503966589,rice,2.4198153998903846
168,1694.3216608339462,68.93722206177654,36.59377535562058,44.69803419049721,116.65438967337727,1.4055360357606252,wheat,2.3830626755883406
169,724.619856457834,101.20637416396373,8.124853389179234,59.384559912179775,81.01806694134328,1.5959664335404877,cotton,0.9249224544306355
170,1929.938206912384,118.9889553429944,43.03881044111464,46.856933193291596,265.6538520062229,8.32206736969895,cotton,1.3805551301443153
171,1836.3627931827705,42.68790681034805,41.420901798751004,71.8253522171422,233.82270358258918,6.9100739970336695,maize,4.290476851779135
172,1624.8020141432623,114.40089906039039,24.100818994924577,65.88615955013466,389.18736837229767,9.425433059545854,cotton,1.2245375960997607
173,777.659346927443,79.75653241382457,42.83180482037671,29.099331615076455,244.07997746370202,6.377092428463471,wheat,2.111476844150985
174,1824.9372040582014,77.56863178044708,14.463360735332172,72.52715922806263,215.12600703305674,3.1823520723626517,wheat,2.9611457736856153
175,1513.1198461278184,107.52498870609384,12.079915619265671,25.87832206335068,263.6024518754899,1.0646588075361654,cotton,0.8589262011243698
176,1379.9316305897623,95.95056277471593,21.23757110202391,42.42506655549134,257.4622814378873,2.014342400095258,soybean,2.595205003429829
177,591.3801023580543,74.60835012994963,53.53566774523205,44.092451535948896,379.88091715092906,1.4781253556449379,rice,2.5818124905664432
178,1606.4430322400035,76.38714119413113,39.288867996745765,37.46085058775637,304.1246238970772,7.118729175345945,maize,2.244184017357714
179,1751.723536786288,63.78471789356169,47.39266113152752,37.73470682237563,300.3736618096064,6.57136116062035,rice,3.4783202349053335
180,1341.2764313583148,95.37856724491957,53.30641876509406,51.50185981234439,221.8084996323148,7.681508415920659,soybean,2.153461204389212
181,784.5042089290084,114.6468893442677,58.56151090301004,43.65545074594456,290.88858005214445,1.2429542820952069,soybean,1.3611195145262958
182,584.0240771840722,92.09542773120883,55.74418923246003,40.49687698034336,316.1476636094177,6.434913355543537,rice,3.0675514120945135
183,1565.8373509099943,43.4977788357269,21.407254014024,43.87934709465456,356.0294550723993,1.3942872757326392,wheat,2.601766124869827
184,549.1102247182106,18.710829446786907,6.001425548339004,17.173747626316988,337.23523550426694,1.2213129144873576,wheat,1.3518216955035238
185,1527.271031717106,94.05730433198686,14.516038837712026,51.43486076602978,126.22674122542486,1.8060844010905006,rice,2.1052460392048165
186,1478.9326972298804,66.8862029919872,19.992471970043066,45.682922289836036,323.2973783476132,3.5939807771815406,rice,3.6530347942947454
187,405.3181044170998,72.82911796510541,40.5626261430301,35.311869182033085,223.46292638442986,5.497788316621736,cotton,1.3199810285865081
188,1209.4984410170405,91.80550763095948,11.70053059419642,53.52415413242493,85.89430954160844,8.350933638716189,rice,2.4174801673013784
189,1245.3714127879323,116.67772226814847,17.539798179511976,21.161486808200884,210.43095944887492,2.04109948066721,rice,2.733636367180735
190,1192.1666920291855,46.824823289698436,47.07558267860905,52.426831701158754,259.41769235561327,4.2169356640456845,maize,2.742401912933632
191,722.8871851670535,92.63328093366795,15.886227065680027,29.870470390526634,113.77281249122547,1.89612546130496,cotton,0.7265504481304911
192,609.1553996963407,60.36524235250956,22.440579157542,35.78521726472148,360.60798678360374,6.606790236231628,maize,2.7722111319095712
193,1434.5945262238715,117.55149114242944,33.274249500160636,20.222040177542628,170.84049708483386,9.188680903769258,cotton,1.1120223677268117
194,1520.9675141509442,58.57792031933291,14.239287023408096,18.94946873958334,334.7197277293075,7.4759502367207435,soybean,2.4064938140049867
195,1073.55990153528,109.75574703506311,39.8479577887488,12.560284459674374,213.67690172677803,4.60321355128405,maize,3.171496505708898
196,459.16720105873276,67.26018455155287,51.635757477994424,59.918311911551655,270.6277975676244,4.151024531254279,rice,3.1081626221562737
197,1774.5200507313111,78.86158632583364,33.26312115661213,79.26138344264503,55.60703682700356,1.1188622792860037,soybean,1.2561308999245815
198,725.5450274211565,92.32809384579366,38.37574991845841,34.58764915123665,253.60882131998702,1.2617552386923312,wheat,1.7376830394195564
199,710.5816737534835,88.93883069083076,45.832562711993056,59.5943442351648,187.64838248097553,2.19474164673513,soybean,2.3016411938784582
200,1167.5470885915715,84.88911778323185,41.638502121475646,49.85751462042344,227.8416243709969,5.149909749100452,maize,3.7034284398623627
201,1905.867820351874,89.58913552864499,9.584263338249357,26.069428998636482,169.94079443389796,9.103167475449526,wheat,2.428518451133915
202,824.6948031146019,61.15984415666903,52.12535209919407,28.23808757195963,136.11832890016024,4.2283200931949745,rice,2.6793138133877314
203,907.0579596967784,38.086310796288615,13.718239484832232,53.50436711581878,165.54905053459157,2.8680252573339655,maize,3.9023145479144303
204,1122.0467068215555,41.90561679010556,43.18755009593176,36.84537804833299,58.845352888451075,9.41958358163508,wheat,2.006077761462075
205,1492.5517157845536,106.65391178922125,57.480644983656056,41.992514819135806,124.31235408223418,2.22021767364022,soybean,1.9567350202084013
206,1775.098690185376,83.14689884330183,29.775886568104,53.29454931005342,380.4635673249085,0.8034360878310127,soybean,1.8622939504743459
207,567.4847591173836,57.404478805155385,13.68951108024648,74.27439003690266,265.284638145787,6.824755342261009,cotton,0.7721822447774264
208,1527.9795599418312,109.06566407382178,59.45234881007044,41.55326333028348,81.97472879768598,4.942397943825191,soybean,2.0124637143674113
209,1951.2805711074848,36.03822700188382,54.87839342169331,55.968303398292456,96.70932405179224,1.4961330151994625,wheat,2.7822747902849296
210,1574.9814949891856,75.13389042876749,16.61156284007514,60.70434293480534,341.77739009037356,9.696645316478756,soybean,2.1521407822282304
211,895.2010016913327,24.539740665689067,15.60145930422731,78.4788311592539,340.40218934897376,4.840739635677569,soybean,2.0545721793203486
212,601.2240460364153,86.17578315347481,7.809485233095933,54.435667593108256,116.02211956999018,4.1670439466691676,maize,3.821274271240758
213,646.4778386253997,82.72604232947062,58.577857497707825,66.26346198253358,251.24605971374064,1.3522660866188163,maize,2.453889156869015
214,732.318895680367,113.98773893566148,19.434662835516054,64.34874976404686,118.49771823429742,7.855507803761387,cotton,0.9361902309688628
215,930.759682991975,68.32200330498014,42.88609253653589,67.81681954766294,176.57666176525316,7.255251636548317,wheat,2.7084853946198164
216,1881.704819950286,73.43848021247908,5.853462487829305,48.63596397983949,333.18918743391083,3.590726427635224,wheat,2.040972979673357
217,456.3669681116787,28.617404542258225,57.5703401751415,59.54526674736209,233.17365054294297,2.633623651887519,wheat,0.8791948325755308
218,1600.4255737508327,37.05252883391541,25.436440955311834,41.633015991448566,176.71626921399283,9.124615599768495,cotton,1.087009570022961
